file,error_category,error_message_excerpt,recommended_action
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/blocked-state-detector.test.js,other,Error: STACK_TRACE_ERROR,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/blocked-state-detector.test.js,other,Error: STACK_TRACE_ERROR,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/blocked-state-detector.test.js,other,Error: STACK_TRACE_ERROR,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/blocked-state-detector.test.js,other,Error: STACK_TRACE_ERROR,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/blocked-state-detector.test.js,other,Error: STACK_TRACE_ERROR,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/blocked-state-detector.test.js,other,Error: STACK_TRACE_ERROR,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/blocked-state-detector.test.js,other,Error: STACK_TRACE_ERROR,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/blocked-state-detector.test.js,other,Error: STACK_TRACE_ERROR,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/blocked-state-detector.test.js,other,Error: STACK_TRACE_ERROR,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/brand-variants.service.test.js,other,TypeError: query.order is not a function,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/brand-variants.service.test.js,other,TypeError: query.eq is not a function,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/brand-variants.service.test.js,other,TypeError: query.order is not a function,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/brand-variants.service.test.js,other,TypeError: query.order is not a function,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/brand-variants.validation.test.js,real-assertion-failure,AssertionError: expected [Function] to throw an error,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/brand-variants.validation.test.js,real-assertion-failure,AssertionError: expected [Function] to throw an error,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/brand-variants.validation.test.js,real-assertion-failure,AssertionError: expected [Function] to throw an error,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/brand-variants.validation.test.js,real-assertion-failure,AssertionError: expected [Function] to throw an error,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/claim-default.test.js,real-assertion-failure,AssertionError: expected 'sameConvo === \'ambiguous\') {\r\n   …' to contain 'DENY-on-ambiguity',"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/connection-router.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/connection-router.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/connection-router.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/connection-router.test.js,real-assertion-failure,AssertionError: expected undefined to be defined,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/connection-router.test.js,other,Error: STACK_TRACE_ERROR,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/decision-filter-engine.test.js,real-assertion-failure,AssertionError: expected 'MEDIUM' to be 'HIGH' // Object.is equality,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/decision-filter-engine.test.js,real-assertion-failure,AssertionError: expected 'HIGH' to be 'MEDIUM' // Object.is equality,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/decision-filter-engine.test.js,real-assertion-failure,AssertionError: expected 0 to be greater than 0,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/decision-filter-engine.test.js,real-assertion-failure,AssertionError: expected 'PRESENT_TO_CHAIRMAN_WITH_MITIGATIONS' to be 'PRESENT_TO_CHAIRMAN' // Object.is equality,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/decision-filter-engine.test.js,real-assertion-failure,AssertionError: expected 'PRESENT_TO_CHAIRMAN' to be 'PRESENT_TO_CHAIRMAN_WITH_MITIGATIONS' // Object.is equality,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/effort-policies.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/effort-policies.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/effort-policies.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/effort-policies.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/effort-policies.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/effort-policies.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/effort-policies.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/effort-policies.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/effort-policies.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/effort-policies.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/effort-policies.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/effort-policies.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/effort-policies.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/effort-policies.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/effort-policies.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/effort-policies.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/effort-policies.test.js,real-assertion-failure,AssertionError: expected { …(4) } to be null,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/enforcement-rca-tiered.test.js,real-assertion-failure,AssertionError: expected null to be +0 // Object.is equality,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._roundRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._roundRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._roundRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._jobRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._roundRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._roundRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._roundRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-master-scheduler.test.js,other,TypeError: this._roundRegistry is not iterable,Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-orchestrator.test.js,real-assertion-failure,AssertionError: expected 'FAILED' to be 'COMPLETED' // Object.is equality,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-orchestrator.test.js,real-assertion-failure,AssertionError: expected 'FAILED' to be 'COMPLETED' // Object.is equality,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-orchestrator.test.js,real-assertion-failure,AssertionError: expected 'FAILED' to be 'BLOCKED' // Object.is equality,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-orchestrator.test.js,real-assertion-failure,AssertionError: expected 'FAILED' to be 'BLOCKED' // Object.is equality,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-orchestrator.test.js,real-assertion-failure,AssertionError: expected 'FAILED' to be 'COMPLETED' // Object.is equality,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-orchestrator.test.js,other,TypeError: Cannot read properties of null (reading 'action'),Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-orchestrator.test.js,real-assertion-failure,"AssertionError: expected ""vi.fn()"" to be called once, but got 0 times","Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-orchestrator.test.js,real-assertion-failure,AssertionError: expected 'DEPENDENCY_CHECK_FAILED' to be 'ANALYSIS_STEP_FAILED' // Object.is equality,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-orchestrator.test.js,real-assertion-failure,AssertionError: expected 'FAILED' to be 'COMPLETED' // Object.is equality,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-orchestrator.test.js,real-assertion-failure,AssertionError: expected 1 to be 2 // Object.is equality,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/eva-orchestrator.test.js,other,TypeError: Cannot read properties of null (reading 'action'),Manual triage: error pattern unrecognized; consider adding a new bucket if recurring.
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/event-router-trimodal.test.js,real-assertion-failure,AssertionError: expected 'EVENT' to be 'PRIORITY_QUEUE' // Object.is equality,"Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
C:/Users/rickf/Projects/_EHG/EHG_Engineer/.worktrees/SD-LEO-INFRA-COVERAGE-CI-TRIAGE-001/tests/unit/event-router-trimodal.test.js,real-assertion-failure,"AssertionError: expected ""vi.fn()"" to not be called at all, but actually been called 1 times","Manual triage: investigate assertion. May be real bug, stale test, or test for removed behavior — see git log for the file."
